Word,POS,Tag,TagGeneral,TagPos,TagId
"['Many', 'tourists', 'visit', 'Mount', 'Kinabalu', 'every', 'year', 'to', 'enjoy', 'its', 'breathtaking', 'views', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'DT', 'NN', 'TO', 'VB', 'PRP$', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Kosciuszko', 'during', 'the', 'summer', 'months', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'IN', 'DT', 'NN', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Kosciuszko', 'every', 'year', 'for', 'its', 'stunning', 'views', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'DT', 'NN', 'IN', 'PRP$', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Kosciuszko', 'every', 'year', 'to', 'enjoy', 'its', 'stunning', 'views', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'DT', 'NN', 'TO', 'VB', 'PRP$', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Kosciuszko', 'in', 'Australia', 'each', 'year', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'IN', 'NNP', 'DT', 'NN', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Mitchell', 'during', 'the', 'fall', 'to', 'enjoy', 'the', 'breathtaking', 'views', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'IN', 'DT', 'NN', 'TO', 'VB', 'DT', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Mitchell', 'every', 'year', 'to', 'enjoy', 'hiking', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'DT', 'NN', 'TO', 'VB', 'VBG', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Ngauruhoe', 'during', 'their', 'trip', 'to', 'New', 'Zealand', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'IN', 'PRP$', 'NN', 'TO', 'NNP', 'NNP', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Ngauruhoe', 'every', 'year', 'to', 'experience', 'its', 'stunning', 'views', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'DT', 'NN', 'TO', 'VB', 'PRP$', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Olympus', 'during', 'the', 'summer', 'months', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'IN', 'DT', 'NN', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Rainier', 'during', 'the', 'summer', 'months', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'IN', 'DT', 'NN', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Rainier', 'every', 'year', 'for', 'its', 'stunning', 'views', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'DT', 'NN', 'IN', 'PRP$', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Rainier', 'for', 'its', 'breathtaking', 'views', 'and', 'diverse', 'wildlife', '.']","['DT', 'NNS', 'VBP', 'NNP', 'NNP', 'IN', 'PRP$', 'JJ', 'NNS', 'CC', 'JJ', 'NN', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Robson', 'during', 'the', 'summer', 'months', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'IN', 'DT', 'NN', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Rushmore', 'during', 'the', 'summer', 'months', '.', 'Many', 'tourists', 'visit', 'Mount', 'Rushmore', 'during', 'the', 'summer', 'months', '.', 'Many', 'tourists', 'visit', 'Mount', 'Rushmore', 'during', 'the', 'summer', 'months', '.', 'Many', 'tourists', 'visit', 'Mount', 'Rushmore', 'during', 'the', 'summer', 'months', '.', 'Many', 'tourists', 'visit', 'Mount', 'Rushmore', 'during', 'the', 'summer', 'months', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'IN', 'DT', 'NN', 'NNS', '.', 'JJ', 'NNS', 'VB', 'NNP', 'NNP', 'IN', 'DT', 'NN', 'NNS', '.', 'JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'IN', 'DT', 'NN', 'NNS', '.', 'JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'IN', 'DT', 'NN', 'NNS', '.', 'JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'IN', 'DT', 'NN', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Rushmore', 'every', 'summer', 'for', 'its', 'magnificent', 'views', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'DT', 'NN', 'IN', 'PRP$', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Rushmore', 'every', 'summer', 'to', 'see', 'the', 'impressive', 'carvings', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'DT', 'NN', 'TO', 'VB', 'DT', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Rushmore', 'every', 'summer', 'to', 'see', 'the', 'monumental', 'carvings', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'DT', 'NN', 'TO', 'VB', 'DT', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Rushmore', 'every', 'summer', '.', 'Many', 'tourists', 'visit', 'Mount', 'Rushmore', 'every', 'summer', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'DT', 'NN', '.', 'JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'DT', 'NN', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Rushmore', 'every', 'year', 'for', 'its', 'stunning', 'sculptures', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'DT', 'NN', 'IN', 'PRP$', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Rushmore', 'every', 'year', 'to', 'see', 'the', 'famous', 'carvings', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'DT', 'NN', 'TO', 'VB', 'DT', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Rushmore', 'every', 'year', 'to', 'see', 'the', 'famous', 'sculptures', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'DT', 'NN', 'TO', 'VB', 'DT', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Rushmore', 'every', 'year', 'to', 'see', 'the', 'iconic', 'carvings', '.']","['DT', 'NNS', 'VBP', 'NNP', 'NNP', 'DT', 'NN', 'TO', 'VB', 'DT', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Rushmore', 'to', 'admire', 'the', 'incredible', 'sculptures', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'TO', 'VB', 'DT', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Sinai', 'every', 'year', 'for', 'its', 'historical', 'significance', '.']","['JJ', 'NNS', 'VB', 'NNP', 'NNP', 'DT', 'NN', 'IN', 'PRP$', 'JJ', 'NN', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Sinai', 'every', 'year', 'to', 'explore', 'its', 'historical', 'significance', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'DT', 'NN', 'TO', 'VB', 'PRP$', 'JJ', 'NN', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Toubkal', 'every', 'year', 'for', 'trekking', 'adventures', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'DT', 'NN', 'IN', 'VBG', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Toubkal', 'every', 'year', 'to', 'enjoy', 'its', 'breathtaking', 'views', '.']","['JJ', 'NNS', 'VB', 'NNP', 'NNP', 'DT', 'NN', 'TO', 'VB', 'PRP$', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Vesuvius', 'during', 'the', 'summer', 'months', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'IN', 'DT', 'NN', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Vesuvius', 'each', 'year', 'to', 'experience', 'its', 'breathtaking', 'views', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'DT', 'NN', 'TO', 'VB', 'PRP$', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Vesuvius', 'every', 'year', 'to', 'enjoy', 'its', 'stunning', 'views', '.']","['JJ', 'NNS', 'VB', 'NNP', 'NNP', 'DT', 'NN', 'TO', 'VB', 'PRP$', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Vesuvius', 'every', 'year', 'to', 'explore', 'its', 'breathtaking', 'scenery', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'DT', 'NN', 'TO', 'VB', 'PRP$', 'JJ', 'NN', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Vesuvius', 'every', 'year', 'to', 'explore', 'its', 'fascinating', 'crater', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'DT', 'NN', 'TO', 'VB', 'PRP$', 'VBG', 'NN', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Vesuvius', 'every', 'year', 'to', 'see', 'its', 'breathtaking', 'views', '.']","['DT', 'NNS', 'VBP', 'NNP', 'NNP', 'DT', 'NN', 'TO', 'VB', 'PRP$', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Vesuvius', 'every', 'year', 'to', 'see', 'its', 'famous', 'crater', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'DT', 'NN', 'TO', 'VB', 'PRP$', 'JJ', 'NN', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Mount', 'Vesuvius', 'to', 'see', 'its', 'breathtaking', 'views', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'TO', 'VB', 'PRP$', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
"['Many', 'tourists', 'visit', 'Table', 'Mountain', 'during', 'their', 'trip', 'to', 'South', 'Africa', '.']","['JJ', 'NNS', 'VBP', 'NNP', 'NNP', 'IN', 'PRP$', 'NN', 'TO', 'NNP', 'NNP', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]"
